出現形	正解	予測
夜間倦怠感	倦怠感	後腹膜気腫
脳血栓塞栓症	脳血管閉塞性脳梗塞	小腸間葉系腫瘍
左リウマチ性肘関節症	関節リウマチ・膝関節	ＨＩＶ脳症
右下腿潰瘍感染	下腿皮膚潰瘍	屈曲性対麻痺
気分不快時	悪心	結核性中耳炎
問題なし前立腺肥大	前立腺肥大症	前置胎盤
急性パルボウイルスＢ１９感染症	パルボウイルス感染症	骨盤内炎症性疾患
脂肪性腫瘤	脂肪腫	体液調節不全症
ウィルス性肺炎	肺炎	踵骨開放骨折
類円形紅斑	紅斑症	異常体重増加
書字不能	書痙	大腿動脈損傷
肺動脈狭窄	肺動脈狭窄症	特発性下垂体機能低下症
夜間不眠状態	不眠症	頚部挫傷後遺症
熱型	発熱	真菌感染母体より出生した児
骨盤内充実性腫瘍	骨盤腫瘍	連鎖球菌肺炎
夢遊病	夢遊症	眼瞼良性腫瘤
脊髄小脳変性症６型	脊髄小脳変性症	頬部隆起性皮膚線維肉腫
左内頚動脈閉塞	内頚動脈閉塞症	橈骨手根靱帯断裂
両側角乾燥性結膜炎	結膜炎	坐骨恥骨軟骨結合若年性骨軟骨症
脳虚血症状	脳虚血症	耳の位置異常
微熱持続	微熱	胎芽性肉腫
夕方浮腫	浮腫	慢性気管支炎
眼性疲労	眼精疲労	顔面紅潮
直腸肛門奇形	鎖肛	腓骨動脈損傷
右大腿部腫瘍	大腿悪性軟部腫瘍	赤白血病
頚椎症神経根症	頚椎症性神経根症	後頭蓋窩のう腫
壊死性遊走性紅斑	遊走性紅斑	しゅう酸塩尿症
睡眠障害招くリスク	睡眠障害	肺炎球菌性咽頭炎
上大静脈血栓	静脈血栓症	頭部多発切創
骨盤内ＬＮ転移	骨盤内リンパ節転移	閉鼻声
ＰＫＤ	多発性のう胞腎	手骨開放骨折
分水嶺脳梗塞	脳梗塞	斜視
上皮性腫瘍	腫瘤	腎欠損症
大球性正色素貧血	大球性貧血	前腕血管脂肪腫
挙上空腸穿孔	腸穿孔	ウイルス関連血球貪食症候群
腸管アメーバ感染症	腸アメーバ症	脳動脈炎
放射線性皮膚炎	放射線皮膚炎	上咽頭後壁癌
肛門周囲びらん	外痔びらん	背側脊椎破裂
髄膜炎徴候	髄膜炎	新生児上顎骨骨髄炎
胸部不快	胸内苦悶	精巣蜂巣炎
下葉肺炎	肺炎	臍ヘルニア嵌頓
右足根部粉砕骨折	粉砕骨折	アカントアメーバ角膜炎
蛋白漏出胃腸症	蛋白漏出性胃腸症	網膜鋸状縁断裂
左大脳陳旧性ラクナ梗塞	陳旧性ラクナ梗塞	急性ムコイド中耳炎
出血多量	急性大量出血	肋軟骨部痛
腹水多量	腹水症	表在性角膜炎
腸間膜リンパ管腫	リンパ管腫	多発骨折
右卵巣悪性腫瘍	卵巣悪性腫瘍	アルドステロン産生腫瘍
糖尿病（２型）	２型糖尿病	鎖骨開放性粉砕骨折
化膿性胸鎖関節炎	化膿性関節炎・胸鎖関節	下肢変形
右乳腺線維腫症	線維腫	小脳変性症
肺野鬱血像	肺野異常陰影	興奮型痴愚
児嘔気	嘔気	網膜膠腫
尿閉歴	尿閉	尿道漏
陰嚢びらん	陰のうびらん	小腸脂肪肉腫
精神的ショック	ショック	ビンスワンガー病
右上腕骨外側上顆炎	外側上顆炎	急性羊水過多症
子宮頚上皮内癌	子宮頚部上皮内癌	輪状網膜症
難治性非定型性抗酸菌症	非結核性抗酸菌症	腸憩室炎
軽度腹水	腹水症	表在性角膜炎
湿疹様	湿疹	乳癌皮膚転移
大後頭孔狭窄	軟骨形成不全症	転子間骨折
熱型変化	発熱	帯状角膜混濁
右無機能腎	無機能腎	角膜中心潰瘍
月経痛コントロール不十分	月経痛	フィブリン減少症
左鎖骨下動脈閉塞	鎖骨下動脈閉塞症	脳結核
右ＤＶＴ	深部静脈血栓症	手骨開放骨折
非特異的胸痛	胸痛	腟損傷
Ａｅｒｏｍｏｎａｓ　ｈｙｄｒｏｐｈｉｌａ敗血症	敗血症	肺動脈分岐部狭窄症
重症細菌性敗血症	敗血症	肝移植ドナー
逆行性健忘	逆向性健忘	閉所恐怖症
腹直筋膜下血腫	筋肉内血腫	コロナウイルス感染症
関連腎臓病	腎疾患	腰椎損傷
認知症様症状	認知症	四肢脱力感
顎骨骨折	下顎骨骨折	幻覚薬乱用
高度大動脈弁狭窄	大動脈弁狭窄症	出血性網膜色素上皮剥離
右顔面骨骨折	顔面骨骨折	眼窩内血管腫
炎症性粉瘤	粉瘤	小児性皮質性骨増殖症
左腰部疼痛	腰痛症	眼瞼挫傷
ＨＣＶ重複感染症	Ｃ型肝炎ウイルス感染	調節性眼精疲労
脂質異常症（＋）	脂質異常症	小腸炎
上腹部圧痛	腹部圧痛	母指球部痛
両側椎骨動脈瘤	椎骨動脈瘤	短肢症
非ケトン性高血糖	高血糖高浸透圧症候群	平背症候群
Ｙｅｒｓｉｎｉａ腸炎	エルシニア腸炎	ばち指
声帯浮腫	声帯炎	２型尿細管性アシドーシス
誤嚥性肺炎併発	誤嚥性肺炎	パラプロテイン血症
咳嗽持続	咳	腓腹筋痛
左側下顎骨嚢胞	顎骨のう胞	外陰挫滅傷
右末梢前庭障害	末梢前庭障害	外傷性横隔膜ヘルニア・胸腔に達する開放創合併なし
胆管閉鎖症	胆管閉塞症	三角靱帯捻挫
閉塞性動脈硬化症　症状	閉塞性動脈硬化症	１型糖尿病性ニューロパチー
洞不全	洞不全症候群	前胸壁痛
特発性リンパ浮腫	リンパ浮腫	上咽頭癌
シャント吻合部狭窄	透析シャント狭窄	鎖骨下動脈閉塞症
無気力	無力症	オスラー結節
胸骨炎	胸骨周囲炎	口蓋垂結核
ナッツアレルギー	ピーナッツアレルギー	慢性辺縁性歯周炎軽度
甲状腺乳頭癌術後再発	甲状腺乳頭癌	腰椎骨髄炎
上肢疼痛	疼痛	殿部皮膚潰瘍
Ｔｕｒｎｅｒ症候群	ターナー症候群	糖尿病性アシドーシス
肝臓機能障害用	肝機能障害	癌関連網膜症
左心不全徴候	心不全	ブラストミセス症
ＩＰＭＮ癌化	膵管内乳頭粘液性腺癌	粘膜下腫瘍
後発頚部転移	頚部転移性腫瘍	病巣性ムチン症
下痢治	下痢症	先天性卵巣奇形
朝方疼痛	疼痛	大転子骨折
蜂窩肺形成	蜂窩織炎	角膜脂肪変性
右ＩＣＡ高度狭窄	内頚動脈狭窄症	偽性髄膜炎
膵体部嚢胞	膵のう胞	食道静脈瘤
右気管支狭窄	気管支狭窄症	開放性多発性骨盤内臓器損傷
非ヘルペス性辺縁系脳炎	辺縁系脳炎	感染性外耳炎
無症候性ＶＴ	心室頻拍	骨膜下膿瘍
好酸球増多	好酸球増加症	湿性ラ音
口腔清掃	個人衛生の著しいレベル低下	膝蓋骨骨髄炎
両下腿皮膚潰瘍	下腿皮膚潰瘍	唾液腺腫瘍
無石性胆嚢炎	胆のう炎	リウマチ熱後慢性関節障害
ｓ型ポリープ	ポリープ	頭部損傷
時折頭痛	頭痛	盲腸周囲ヘルニア
関節リウマチ発症	関節リウマチ	副腎皮質ホルモン剤副作用
残像腫瘍	腫瘍	耳介擦過創
両顎下腺腫大	顎下腺肥大	器質性気分障害
夜間中途覚醒時	睡眠障害	肋骨腫瘍
今朝頭痛	頭痛	盲腸周囲ヘルニア
眼球偏移	眼球偏位	アメーバ性虫垂炎
腹腔内癒着高度	腹膜癒着	フェイスボータイププロトラクター破損
右母指多指症	多指症	橈骨遠位端関節内骨折
薬剤性骨髄抑制	骨髄機能低下	新生児型副腎白質ジストロフィー
肥満	肥満症	先天性空腸狭窄症
網膜中心動脈閉塞	網膜中心動脈閉塞症	ミトコンドリア糖尿病・ケトアシドーシス合併あり
中枢神経悪性リンパ腫再発	悪性リンパ腫	先天性胸骨欠損
旅行者下痢症	下痢症	趾第２度熱傷
右声帯ポリープ	声帯ポリープ	小唾液腺炎
非Ｂ非Ｃ型肝硬変	肝硬変症	膵管拡張
頭部皮下結節	皮下結節	転移性上顎洞癌
足がむくみ	下肢浮腫	先天性熱帯熱マラリア
下肢潰瘍	下肢皮膚潰瘍	メネトリエ病
難治性胸腹水	難治性腹水	薬物性角膜炎
幻覚症状	幻覚	関節軟骨腫瘍
異常腫瘤	腫瘤	足関節偽痛風
未破裂脳動脈瘤コイル塞栓	未破裂脳動脈瘤	頭部多発割創
左下顎骨慢性骨髄炎	慢性顎骨骨髄炎	頚部転移性腫瘍
左側頭葉膠芽腫	側頭葉膠芽腫	金属ポンティック破損
脳血管障害性パーキンソニズム	脳血管障害性パーキンソン症候群	腰椎不顕性骨折
右後角脳室内出血	脳室内出血	小指膿瘍
難治性浮腫	高度浮腫	大腿部脂肪肉腫
Ｇｒａｎｕｌｏｍａｔｏｓｉｓ　ｗｉｔｈ　ｐｏｌｙａｎｇｉｉｔｉｓ	多発血管炎性肉芽腫症	乳糖不耐性下痢症
再発脊索腫	脊索腫	術後呼吸不全
Ｃ型肝硬変症	Ｃ型肝硬変	舌裂
左踵部悪性黒色腫	踵部悪性黒色腫	第２趾末節骨骨折
未分化癌	癌	サイロシン中毒
両側副腎悪性リンパ腫	悪性リンパ腫	上肢腫脹
帯状疱疹無	帯状疱疹	前頭頂骨進入
左膝痛み	膝関節痛	人工早産
右下腿痛	下腿痛	ウルリヒ・ファイヘティガー症候群
気管支喘息症状	気管支喘息	妊娠性反復性黄疸
大腿骨内顆骨壊死	特発性大腿骨内顆骨壊死	第２趾末節骨亀裂骨折
炎症性貧血	貧血	中指挫創
両下肢掻痒感	皮膚そう痒症	先天性第Ｘ因子欠乏症
右後頭葉脳挫傷	脳挫傷	咽喉頭異常感症
女性化乳房	女性化乳房症	アンジェルマン症候群
ｍａｓｓ　ｌｅｓｉｏｎ	腫瘤	乳糖不耐性下痢症
右大脳半球多発脳梗塞	多発性脳梗塞	メイ・ヘグリン症候群
大動脈弁膜症	大動脈弁弁膜症	手指神経損傷
鎮静困難	興奮状態	心臓性神経衰弱症
再発腫瘤近傍	腫瘤	大腿部外傷性骨化性筋炎
右下腿麻痺	下肢麻痺	頚椎捻挫
切除不能多発性肝転移	転移性肝腫瘍	輸血後肝炎
腹腔内膿瘍形成	膿瘍	アレルギー性鼻結膜炎
発作性上室性頻拍	発作性上室頻拍	糖原病３型
筋肉痛生	筋肉痛	脊椎固定スクリューのゆるみ
腰椎滑り症	腰椎すべり症	下肢上皮内癌
淡血性胸水	血性胸水	急性硬膜下血腫
腎被膜下出血	外傷性腎被膜下血腫	植物状態
仙骨部褥瘡痕	仙骨部褥瘡	人工骨感染
左肝腫瘍	肝腫瘍	背部横紋筋肉腫
非Ｃｌｏｓｔｒｉｄｉｕｍ性ガス壊疽	ガス壊疽	複雑性合趾症
リンパ腺腫脹	リンパ節腫大	外傷性両手切断
心室二段脈	心室性二段脈	腸上皮化生
鼻腔腫瘍摘出	鼻腔腫瘍	殿部母斑
疼痛時頓用	疼痛	びまん性汎細気管支炎
多房性膿瘍	膿瘍	たこつぼ型心筋症
右耳介後部痛	耳痛症	皮膚ブラストミセス症
左胸壁腫瘍切除	胸壁腫瘍	耳介欠損
無呼吸症候群	無呼吸発作	二分膝蓋骨
右尿管癌	尿管癌	眼窩内異物
出血過多	出血	肋軟骨部痛
甲状腺嚢腫	甲状腺のう胞	腹部悪性黒色腫
両側浸出性中耳炎	滲出性中耳炎	シーバー病
覚醒度	麻酔覚醒遅延	頚部食道開放創
高血糖	高血糖症	腰椎硬膜外血腫
有意弁膜症	弁膜炎	皮膚リーシュマニア症
胸痛無	胸痛	縦隔甲状腺腫
右下肺野無気肺	無気肺	前腕第１度熱傷
小脳性失調	小脳性運動失調症	口唇外傷性腫脹
好酸球増多症	好酸球増加症	湿性ラ音
右腎明細胞肉腫	腎明細胞肉腫	膠原病
甲状腺左葉濾胞腺腫	濾胞性甲状腺腺腫	全身性浮腫
下位運動ニューロン徴候	運動ニューロン疾患	結核性痔瘻
主幹動脈狭窄	脳動脈狭窄症	焦点性知覚性発作
創部皮下血腫	外傷性皮下血腫	膀胱直腸障害
掻痒感軽減	そう痒	脳幹部海綿状血管腫
両肺小結節影	肺野異常陰影	興奮型痴愚
造影剤アレルギー歴	薬物過敏症	小指屈筋腱断裂
左眼鼻涙管閉塞症	鼻涙管閉鎖症	妊娠性乳腺炎
慢性的な抑うつ気分	うつ状態	急性多発性硬化症
鼻部異物肉芽腫	皮膚異物肉芽腫	肝動脈再建術後
遠隔ＬＮ転移	リンパ節転移	手骨開放骨折
子宮がん	子宮癌	播種性糞線虫症
Ｂｉｃｋｅｒｓｔａｆｆ型脳幹脳炎	ビッカースタッフ脳幹脳炎	セメント質増殖症
睾丸腫脹	精巣腫脹	予防接種後感染症
右中皮腫	中皮腫	管内性増殖性糸球体腎炎
ジベル薔薇色粃糠疹	ジベルばら色粃糠疹	局在性網脈絡膜炎
脳実質外腫瘍	腫瘍	喉頭白斑症
抑鬱感	気うつ	後腹膜気腫
扁桃腺腫大	扁桃肥大	滑膜肉腫
口内出血	口腔出血	上腕悪性末梢神経鞘腫
右上方視野欠損	視野欠損	うっ血性鼻炎
両側臼蓋形成不全症	臼蓋形成不全	腹壁欠損
進行肝癌	肝癌	昏迷
噴門部狭窄	胃狭窄	閉塞性鼻炎
突発性腎出血	腎出血	胃平滑筋肉腫
前股関節症	股関節症	子宮穿孔・骨盤腔に達する開放創合併あり
多発肝嚢胞	多発性肝のう胞	恥骨骨炎
過換気状態	過換気症	口腔褥瘡性潰瘍
傍大動脈ＬＮ	大動脈周囲リンパ節転移	肘関節内遊離体
左椎骨動脈低形成	骨髄低形成	外傷性関節症
左房拡張	心拡大	軟骨形成不全症
サルモネラ菌感染症	サルモネラ感染症	妊娠・分娩・産褥の既存の本態性高血圧症
両側性多発性嚢胞腎	多発性のう胞腎	感染性腹部大動脈瘤
化学物質アレルギー	アレルギー	手指関節拘縮
右手指腫脹	手指腫脹	顔面ヘルペス
右足背発赤	発赤	胎向異常新生児
脊柱管高度狭窄	脊柱管狭窄症	耳介開放創
右急性網膜壊死	急性網膜壊死	示指ガングリオン
皮膚硬化がまだかなり	新生児皮膚硬化症	ジャンパー膝
口腔内乾燥軽度	口腔乾燥症	尿路性器はえ幼虫症
下肢筋痛	下肢筋肉痛	高線維素血症
蠕動不良	異常腸音	大腿骨多発骨折
四肢腱反射亢進	反射亢進	中指ＰＩＰ関節捻挫
黒色丘疹	丘疹	硬膜下水腫
胸部陰影	胸部異常陰影	ＡＬＫ陽性未分化大細胞リンパ腫
クモ膜下嚢胞	くも膜のう胞	全盲
２次性糖尿病	二次性糖尿病	網膜中心動脈閉塞症
Ｈａｅｍｏｐｈｉｌｕｓ　ｉｎｆｌｕｅｎｚａｅ敗血症	敗血症	肺動脈分岐部狭窄症
慢性期疼痛	慢性疼痛	びまん性汎細気管支炎
右上葉原発肺小細胞癌	小細胞肺癌	腹腔内腫瘤
出血源不詳	出血	術後甲状腺機能低下症
一般細菌感染	細菌感染症	左胃動脈瘤
急性小脳失調症	急性小脳性失調症	口唇外傷性腫脹
浸潤癌化所見	癌	粘膜下腫瘍
痔核脱出	痔核	糖尿病足病変
重症膵炎	膵炎	卵管腫瘍
痛みアリ	疼痛	腹壁挫傷
左心室内血栓症	心室内血栓症	円板状角膜炎
右足疼痛	疼痛	ピーナッツアレルギー
増殖前網膜症	網膜症	外陰部角化症
傍神経節腫瘍	傍神経節腫	半球間硬膜下血腫
小腸膀胱瘻	膀胱皮膚瘻	術後性上顎顎欠損
左小細胞肺癌	小細胞肺癌	薬剤性膵炎
少量左胸水	胸水貯留	急性硬膜下血腫
多発ＨＣＣ再発	肝細胞癌	妊娠中呼吸器合併症
結核性嚢腫	結核	発達性協同障害
右大腿骨外顆骨折	大腿骨外顆骨折	副腎損傷
巨大膵仮性嚢胞	仮性膵のう胞	萎縮性声帯炎
大腿腫脹	下腿腫脹	声門閉鎖
全身性ＣＭＶ感染症	サイトメガロウイルス感染症	根面板破損
多発肝内転移	転移性肝腫瘍	示指悪性黒色腫
右外耳道炎	外耳炎	舌下腺肥大
両下肢圧痕性浮腫	クインケ浮腫	示指側副靱帯断裂
下部腸間膜動脈出血	動脈性出血	小脳梗塞
ＩｇＭ型Ｍ蛋白	単クローン性免疫グロブリン血症	大腿骨側頚部骨折
喘息発作様症状	気管支喘息発作	マンガン欠乏症
分食道癌	食道癌	反復性耳下腺炎
多少便秘気味	便秘症	二次性骨粗鬆症・病的骨折あり
ポリープ状病変	ポリープ	頭部損傷
既往高血圧	高血圧症	脾損傷
右リウマチ性膝関節症	関節リウマチ・膝関節	先天性外耳道狭窄症
急性骨髄性白血病（ＡＭＬ）	急性骨髄性白血病	腎芽腫
腹水大量	腹水症	表在性角膜炎
全身皮膚発赤	発赤	左上大静脈遺残
多発肺嚢胞	肺のう胞	全身痙攣
右小脳橋角部腫瘍	小脳橋角部腫瘍	頭部アテローム
右眼網膜静脈分枝閉塞症	網膜静脈分枝閉塞症	ぶどう球菌性関節炎
右脛骨腓骨開放骨折	脛骨腓骨開放骨折	重複腟
左側卵巣腫瘍	卵巣腫瘍	スフィンゴリピドーシス
口腔内びらん	口唇びらん	重複母指
紅斑熱群リケッチア症	リケッチア感染症	乳頭腫
ＩＴＰ	特発性血小板減少性紫斑病	乳糖不耐性下痢症
気管支喘息小発作	気管支喘息発作	上皮内癌
解離性動脈瘤破裂	解離性動脈瘤	血栓性血小板減少性紫斑病
左眼窩内腫瘍	眼窩腫瘍	下顎部メルケル細胞癌
肺外小細胞癌	小細胞肺癌	４分の１半盲
高度大動脈弁狭窄症	大動脈弁狭窄症	母指ＭＰ関節痛
ｂｒｅａｋｔｈｒｏｕｇｈ　ｈｅｐａｔｉｔｉｓ	肝炎	上顎歯牙腫
左室圧排	右室肥大	シルビウス裂くも膜のう胞
両側声帯外転障害	声帯外転筋麻痺	先天性外耳道閉鎖症
一部水疱形成	水疱症	雀卵斑
糖尿病潰瘍	糖尿病性潰瘍	下眼瞼扁平母斑
飲みこみにくさ	嚥下障害	環指基節骨骨折
左腎低形成	低形成腎	人工妊娠中絶の不成功
左母趾疼痛	母趾痛	心原性ショック
副腎ヒストプラズマ感染症	真菌症	大腿骨骨折
右眼糖尿病網膜症	糖尿病網膜症	トキソプラスマ症
下肢浮腫左	下肢浮腫	易怒性
両松葉杖歩行	歩行障害	発達性構音障害
冠動脈狭窄３枝病変	狭心症３枝病変	電撃傷
遺伝性低尿酸血症	低尿酸血症	逆生歯
低アルドステロン血症	低アルドステロン症	結核性気胸
小腸皮膚瘻	皮膚瘻	尿管膀胱移行部狭窄
重度僧帽弁狭窄症	僧帽弁狭窄症	粟粒結核
非細菌性血栓性疣贅	疣贅	肛門括約筋不全
特発性腸間膜血腫	血腫	心因性腹痛
脳原発性悪性リンパ腫	脳悪性リンパ腫	外転神経不全麻痺
抜管後両側反回神経麻痺	両側性反回神経麻痺	エンテロウイルス髄膜炎
肝骨転移	骨転移癌	ガングリオシドーシス
乳腺線維腫症	線維腫	小脳変性症
術後左反回神経麻痺	反回神経麻痺	一側性パーキンソン症候群
