出現形	正解	予測
脾摘施行Ｃ型肝炎	Ｃ型肝炎	２型自己免疫性膵炎
胸水セルブロック	胸水貯留	胸水検査異常
右肺上葉すりガラス影	胸部異常陰影	下肺野陰影
Ｆｏｌｌｉｃｕｌａｒ　ｌｙｍｐｈｏｍａ	濾胞性リンパ腫	ＣＡＲＡＳＩＬ
腫瘍性ＤＩＣ	線溶亢進	ＶＩＰ産生腫瘍
左肘関節亜脱臼	亜脱臼	肩関節亜脱臼
左肺感染性嚢胞	肺のう胞	Ｂ群溶連菌感染症
右足趾壊疽	下肢壊疽	足壊疽
残遺癌	癌	残胃癌
不安大きく	不安障害	不安緊張状態
ＭＳ再発	多発性硬化症	ＨＤＬＳ
強直間代性痙攣発作	間代性痙攣	間代強直性痙攣
一過性意識消失発作	一過性脳虚血発作	意識消失
乳児白血病	白血病	乳児偽白血病
筋委縮	筋萎縮症	筋短縮症
水腎再燃	水腎症	先天性水腎症
左鼠経ヘルニア	鼡径ヘルニア	上腹壁ヘルニア
糖尿病神経症	糖尿病性神経痛	糖尿病性末梢神経障害
左室低形成	左心低形成症候群	右室低形成
劇症肝炎亜急性型	劇症肝炎	Ａ型劇症肝炎
分岐部動脈瘤	内頚動脈後交通動脈分岐部動脈瘤	内頚動脈眼動脈分岐部動脈瘤
腫瘍感染	腫瘍	皮膚腫瘍
悪性腫瘍スクリーニング	悪性腫瘍	悪性グロームス腫瘍
右踵骨折	骨折	踵骨骨折
ＰＰＨ	肺高血圧症	ＰＣＷＨ
静脈炎症状	静脈炎	静脈炎後症候群
子宮間質肉腫	肉腫	子宮内膜間質肉腫
右主気管支膜様部壊死	壊死	閉鎖性胸部気管損傷
右下肺野スリガラス影	胸部異常陰影	肺野円形陰影
時々頭痛	頭痛	一次性頭痛
胆嚢腺扁平上皮癌	癌	上部胆管癌
突発性血小板減少性紫斑病	血小板減少性紫斑病	続発性血小板減少性紫斑病
意識変動	意識障害	意識消失
左閉鎖リンパ節転移	リンパ節転移	多部位リンパ節転移
左前腕浮腫	浮腫	上腕浮腫
偽腔閉塞型大動脈解離	解離性大動脈瘤	早期血栓閉鎖型大動脈解離
高度感音性難聴	感音難聴	高度難聴
胆嚢腫瘍	胆のう腫瘍	胆管腫瘍
胃がん	胃癌	胃びらん
左中大脳動脈梗塞	中大脳動脈塞栓症	脳外主幹動脈閉塞脳梗塞
Ｓｏｔｏｓ症候群	ソトス症候群	ＳＡＰＨＯ症候群
肺炎反復	肺炎	急性肺炎
多発性腎梗塞	腎梗塞	外傷性腎梗塞
変動一過性徐脈	徐脈	徐脈性不整脈
三角圧痛	肩部筋痛	圧痛
乳癌局所再発	乳癌	乳癌再発
頚椎症性神経根炎	頚椎症性神経根症	軸椎骨髄炎
痛みきつい	疼痛	片側痛覚過敏
両側顎下腺腫大	顎下腺肥大	顎下腺多形腺腫
ビタミンＤ不足	ビタミンＤ欠乏症	ビタミンＤ過剰症
日中下痢便	下痢症	慢性下痢症
胸郭低形成	胸郭異常	右室低形成
肺スリガラス陰影	胸部異常陰影	肺門部異常陰影
口蓋腫瘤	腫瘤	顎部腫瘤
パーキンソン病関連疾患	パーキンソン病	若年性パーキンソン病
グラム陰性桿菌菌血症	グラム陰性桿菌敗血症	グラム陰性桿菌感染症
開腹子宮筋腫核	子宮筋腫	巨大子宮筋腫
白内障手術	白内障	白内障術後
直腸癌Ｒａ	直腸癌	ＫＲＡＳ遺伝子野生型直腸癌
カルボプラチンアレルギー	薬物過敏症	ラテックスアレルギー
肺原発ホジキンリンパ腫	ホジキンリンパ腫	ＨＩＶ非ホジキンリンパ腫
重度精神運動発達遅滞	混合性特異的発達障害	自閉性精神発達遅滞
筋緊張高く	筋強直	筋緊張性障害
母指潰瘍治癒遅延	皮膚潰瘍	指尖難治性皮膚潰瘍
歩行時呼吸困難感	労作時呼吸困難	呼吸困難
痰症状	喀痰	膿性痰
腸管血流障害	末梢循環障害	脳血管障害
全身性単純ヘルペスウイルス感染症	ヘルペスウイルス感染症	ＨＩＶヘルペスウイルス感染症
緑色痰	喀痰	膿性痰
ポンプポケット内血腫	血腫	縦隔血腫
尿量低下	乏尿	腹圧性尿失禁
むつかぶれ	おむつ皮膚炎	つかえ感
水平亜脱臼	亜脱臼	水晶体亜脱臼
早期癌	癌	末期癌
吻合部出血	出血	咽頭出血
子宮頸がん	子宮頚癌	子宮頚部びらん
腺扁平上皮癌	癌	肺腺扁平上皮癌
喉頭蓋サルコイドーシス	サルコイドーシス	皮膚サルコイドーシス
声門部狭窄	喉頭狭窄症	先天性声門下狭窄症
頭蓋底髄膜腫	髄膜腫	中頭蓋窩髄膜腫
膵全体癌	膵癌	膵体部癌
手掌黄色腫	黄色腫症	偽黄色腫
非吻合部多発胆管狭窄	胆管狭窄症	術後胆管狭窄
左腎嚢胞不変	腎のう胞	単純性腎のう胞
左手首痛	手部痛	手関節痛
続発性赤芽球癆	赤芽球ろう	慢性後天性赤芽球ろう
インフルエンザ菌	インフルエンザ	インフルエンザ菌感染症
左舌区小細胞癌	小細胞肺癌	肺門部非小細胞癌
成人発症Ｓｔｉｌｌ病（ＡＯＳＤ）	成人スチル病	ＨＤＬＳ
大球性正色素性貧血	正色素性貧血	正球性正色素性貧血
限局型全身性強皮症	全身性強皮症	限局性強皮症
両下肢痛み	疼痛	下肢痛
ＳＭＡ浸潤	膵癌	ＭＲＳＡ感染症
微小癌	癌	小細胞肺癌
高Ｃｌ血症	高クロール血症	高ＬＤＬ血症
乳頭状腺癌	癌	乳頭腺管癌
内臓播種性ＶＺＶ感染症	汎発性帯状疱疹	ＨＴＬＶ−１感染症
様皮疹	発疹	斑状皮疹
骨形成不全症Ⅲ型	骨形成不全症	骨形成不全症２型
高度肥満症	病的肥満症	肥満症
右前頭葉脳内血腫	血腫	外傷性脳内血腫
四肢関節腫脹	関節炎	足関節腫脹
右腸骨静脈血栓症	腸骨静脈圧迫症候群	腸骨動脈血栓症
眼瞼結膜軽度貧血	貧血	眼瞼結膜出血
子宮頸癌Ⅲｂ期	子宮頚癌	子宮頚部微小浸潤癌
肝内腫瘤性病変	腫瘤	肝腫瘤
血管性紫斑病	症候性紫斑病	血管拡張性環状紫斑症
ＡＳＤ	心房中隔欠損症	ＡＩＤＳ
緑膿菌肺感染症	緑膿菌肺炎	緑膿菌感染症
ふらつきあり転倒リスク高い	めまい	タングクリブ不適合
食道癌術後リンパ節転移	リンパ節転移	胃周囲リンパ節転移
亜急性期小脳梗塞	小脳梗塞	多発性小脳梗塞
喘息コントロール	咳喘息	非アトピー性喘息
中高分化型腺癌	癌	甲状腺未分化癌
身体外傷	外傷	頭部外傷
神経根性痛	疼痛	慢性神経痛
白色壊死組織付着	壊死	皮膚壊死
夜間中途覚醒	睡眠障害	深昏睡
無涙症	涙液分泌不全	無汗症
ｃｒｉｔｉｃａｌ　ｉｌｌｎｅｓｓ　ｐｏｌｙｎｅｕｒｏｐａｔｈｙ	多発ニューロパチー	ＣＡＲＡＳＩＬ
水疱瘡	水疱症	水疱性類天疱瘡
軽度高Ｋ血症	高カリウム血症	高ＨＤＬ血症
水様便流出	下痢症	排便後出血
Ｅｎｔａｍｏｅｂａ　ｈｉｓｔｏｌｙｔｉｃａ	アメーバ赤痢	ＣＡＲＡＳＩＬ
大腿筋横紋筋肉腫	横紋筋肉腫	大腿横紋筋肉腫
腸炎性関節炎	関節炎	肺炎球菌性関節炎
ＰＭＳ	月経前症候群	ＨＤＬＳ
腓腹部圧痛	腹部圧痛	腓腹部痛
非チフス性Ｓａｌｍｏｎｅｌｌａ菌血症	菌血症	ＢＬＮＡＲ感染症
微小多発肝膿瘍	肝膿瘍	多発性肝膿瘍
輪状披裂関節炎	関節炎	破壊性関節炎
左下肢蜂窩織炎	下肢蜂巣炎	蜂窩織炎
咽頭残留	嚥下障害	咽頭腐蝕
大量水様下痢	下痢症	発酵性下痢
処方右乳癌	乳癌	異所性乳癌
弧発性古典的ＣＪＤ	孤発性クロイツフェルト・ヤコブ病	ＩＣＵ症候群
呼吸機能低下	呼吸機能検査異常	肺性呼吸困難
右大腿リンパ節転移	リンパ節転移	多部位リンパ節転移
膝関節水腫	膝関節水症	関節水腫
好酸球性胆嚢炎	胆のう炎	自己免疫性胆管炎
左下腿骨幹部骨折	骨折	大腿骨骨幹部骨折
ふらつき有	めまい	よろめき感
結核性ブドウ膜炎	結核性ぶどう膜炎	結核性腹膜炎
痙直型四肢麻痺	四肢麻痺	痙性四肢麻痺
角化性紅斑散在	紅斑症	多形紅斑
慢性腎炎	慢性腎炎症候群	腎炎
左側頭葉皮質化出血	出血	皮質脳内出血
右足底腱膜炎	足底筋膜炎	膝部腱膜炎
右鼡径部疼痛	鼡径部痛	慢性疼痛
高～中分化型管状腺癌	癌	環指基底細胞癌
Ｌａｍｉｖｕｄｉｎｅ耐性Ｂ型肝硬変	Ｂ型肝硬変	Ｃ型非代償性肝硬変
湿疹化	湿疹	汗疹湿疹化
下肢対麻痺	対麻痺	下肢麻痺
下腿点状出血	点状出血	大腿部皮下出血
脈管奇形	奇形	脳静脈奇形
可動時痛	疼痛	痙攣陣痛
下垂手	垂れ手	下垂足
痰がからみ	喀痰	喀痰喀出困難
右鼠経ヘルニア修復術	鼡径ヘルニア	腹壁瘢痕ヘルニア
足趾冷感	下肢冷感	趾擦過創
腎前性脱水	脱水症	脱水を伴う妊娠悪阻
頸部皮下膿瘍	皮膚膿瘍	頚部膿瘍
ウイルス性感冒	感冒	ウイルス感染症
腹部自発痛	腹痛症	側胸部痛
中分化型前立腺癌	前立腺癌	前立腺小細胞癌
褥瘡形成リスク高い	褥瘡	褥瘡・ＤＴＩ
腰椎変性辷り症	腰椎変性すべり症	腰椎側弯症
手術高血圧	高血圧症	術中低血圧
嚥下下困難	嚥下障害	嚥下困難
てんかん脳波	異常脳波	脳炎後てんかん
腹水多量貯留	腹水症	胸水貯留
ＣＭＶ胃腸炎	サイトメガロウイルス腸炎	ＭＲＳＡ腸炎
両Ｔ字杖歩行	歩行障害	内転歩行
出血付着程度	出血	出血傾向
右海綿静脈洞髄膜腫	髄膜腫	傍矢状洞髄膜腫
壊死性筋炎	筋炎	壊死性筋膜炎
両下腿紅斑	紅斑症	手掌紅斑
低Ｃａ血症	低カルシウム血症	高ＨＤＬ血症
二次性副腎不全	副腎クリーゼ	急性腎前性腎不全
一週間程度眠気	非器質性過眠症	不規則睡眠
子宮内腔癒着	子宮内膜症	子宮頚部癒着
下熱	発熱	高熱
右母指陳旧性尺側側副靱帯損傷	靱帯損傷	陳旧性母指側副靱帯損傷
皮膚型ＰＮ	結節性多発動脈炎	ＨＤＬＳ
副鼻腔軽度粘膜肥厚	副鼻腔炎	急性副鼻腔蓄膿症
前回貧血	貧血	先天性貧血
骨粗鬆症性圧迫骨折	骨粗鬆症・病的骨折あり	膝蓋骨不顕性骨折
右肺原発肺腺癌	肺腺癌	原発性肺癌
脊髄原発悪性リンパ腫	悪性リンパ腫	悪性リンパ腫骨髄浸潤
手指浮腫	浮腫	足部浮腫
皮質性認知症	皮質下認知症	皮質認知症
後縦隔腫瘤	縦隔腫瘍	横隔膜腫瘤
頚椎症性脊椎症	脊椎症	頚椎症性脊髄症
中部延髄右外側脳梗塞	脳梗塞	延髄梗塞
仙骨部瘻孔	難治性瘻孔	仙骨部褥瘡
右傍気管リンパ節転移	リンパ節転移	気管支リンパ節転移
ｓｍａｌｌ　ｃｅｌｌ　ｃａｒｃｉｎｏｍａ	癌	ＣＡＲＡＳＩＬ
遺伝性出血性毛細血管拡張症	オスラー病	毛細血管拡張症
間質性肺炎評価	間質性肺炎	急性間質性肺炎
右肺門部原発	原発性肺癌	原発性肺ペスト
瘢痕様変化	瘢痕	萎縮性瘢痕
核下性顔面神経麻痺	顔面神経麻痺	中枢性顔面神経麻痺
左尿管結石	尿管結石症	腎尿管結石
乾性咳嗽頻回	乾性咳	慢性咳嗽
右側頭部紫斑	紫斑病	老人性紫斑
薬剤過敏性症候群	薬物過敏症	薬剤性過敏症症候群
紫斑形成軽度	紫斑病	色素性紫斑
子宮筋腫核出後妊娠	妊娠	子宮筋層内妊娠
ＡＲＤＳ合併	急性呼吸窮迫症候群	ＡＩＤＳ
右副腎原発	副腎腫瘍	副腎のう胞
